-586.3779907226562,-430.3710021972656,-26.93899917602539
-562.3679809570312,-432.3819885253906,-26.913000106811523
-539.1119995117188,-432.48199462890625,-26.9950008392334
-513.8079833984375,-432.41900634765625,-26.913999557495117
-490.90399169921875,-432.4830017089844,-26.816999435424805
-467.3919982910156,-432.3590087890625,-26.274999618530273
-442.10101318359375,-432.41400146484375,-25.39299964904785
-418.7030029296875,-432.3489990234375,-24.628000259399414
-395.62298583984375,-432.4909973144531,-23.893999099731445
-370.2170104980469,-432.5150146484375,-22.996999740600586
-346.9779968261719,-432.4590148925781,-22.232999801635742
-323.7909851074219,-432.5190124511719,-21.270999908447266
-298.1759948730469,-432.3340148925781,-20.246999740600586
-274.97900390625,-432.42401123046875,-19.2450008392334
-251.78399658203125,-432.4800109863281,-18.194000244140625
-226.2989959716797,-432.4469909667969,-17.479000091552734
-203.156005859375,-432.6159973144531,-16.58799934387207
-179.8979949951172,-432.52301025390625,-15.85200023651123
-154.82400512695312,-432.5469970703125,-14.87600040435791
-131.12100219726562,-432.510009765625,-13.901000022888184
-107.7750015258789,-432.5480041503906,-12.944000244140625
-82.4000015258789,-432.56298828125,-11.923999786376953
-59.12099838256836,-432.5669860839844,-11.041999816894531
-34.25600051879883,-431.2829895019531,-10.234999656677246
-10.274999618530273,-432.406005859375,-9.501999855041504
12.407999992370605,-432.4939880371094,-8.829000473022461
38.20500183105469,-432.4200134277344,-8.277999877929688
61.43899917602539,-432.3299865722656,-7.790999889373779
84.60199737548828,-432.4519958496094,-7.415999889373779
110.11399841308594,-432.4200134277344,-7.120999813079834
133.27699279785156,-432.4849853515625,-6.88100004196167
156.54200744628906,-432.4259948730469,-6.613999843597412
180.35699462890625,-432.3269958496094,-6.343999862670898
204.92999267578125,-432.6130065917969,-6.188000202178955
228.4409942626953,-432.531005859375,-6.099999904632568
253.8300018310547,-432.5740051269531,-5.909999847412109
277.0989990234375,-432.5329895019531,-5.75600004196167
300.2749938964844,-432.6910095214844,-5.710000038146973
325.8330078125,-432.4410095214844,-5.531000137329102
349.1659851074219,-432.4079895019531,-5.546999931335449
372.364013671875,-432.5,-5.515999794006348
397.8299865722656,-432.3280029296875,-5.604000091552734
420.85101318359375,-432.5069885253906,-5.663000106811523
444.1789855957031,-432.5920104980469,-5.765999794006348
469.7130126953125,-432.54901123046875,-5.861000061035156
492.89300537109375,-432.5190124511719,-6.050000190734863
518.2329711914062,-432.3900146484375,-6.185999870300293
-586.1099853515625,-407.10400390625,-26.80500030517578
-562.7620239257812,-407.0710144042969,-26.714000701904297
-539.47900390625,-407.0589904785156,-26.847000122070312
-513.7039794921875,-406.9750061035156,-26.731000900268555
-490.79901123046875,-407.0159912109375,-26.77199935913086
-467.26800537109375,-406.83599853515625,-26.107999801635742
-441.88800048828125,-406.9200134277344,-25.207000732421875
-418.8240051269531,-406.9150085449219,-24.534000396728516
-395.6390075683594,-407.0610046386719,-23.80900001525879
-370.031005859375,-406.97100830078125,-22.905000686645508
-347.01800537109375,-406.92401123046875,-22.118000030517578
-323.64898681640625,-406.9179992675781,-21.034000396728516
-298.2130126953125,-406.9010009765625,-20.174999237060547
-275.10101318359375,-406.98699951171875,-19.08300018310547
-251.78500366210938,-406.9750061035156,-18.018999099731445
-226.3719940185547,-407.02899169921875,-17.327999114990234
-203.14700317382812,-406.8890075683594,-16.424999237060547
-179.91400146484375,-406.9570007324219,-15.562999725341797
-154.36300659179688,-406.90301513671875,-14.564000129699707
-131.0019989013672,-406.95098876953125,-13.67199993133545
-105.67900085449219,-406.9049987792969,-12.63700008392334
-82.69200134277344,-406.92401123046875,-11.70300006866455
-58.99599838256836,-407.0010070800781,-10.795999526977539
-35.76100158691406,-407.0379943847656,-10.097000122070312
-10.442000389099121,-406.99798583984375,-9.33899974822998
12.814000129699707,-406.9840087890625,-8.706999778747559
38.159000396728516,-407.0190124511719,-8.197999954223633
61.375999450683594,-406.8299865722656,-7.6570000648498535
84.64700317382812,-406.9389953613281,-7.288000106811523
110.03900146484375,-406.9530029296875,-7.008999824523926
133.343994140625,-406.9219970703125,-6.730999946594238
156.44700622558594,-406.9620056152344,-6.4629998207092285
181.60899353027344,-406.97601318359375,-6.059000015258789
205.41700744628906,-406.947998046875,-5.85699987411499
228.08999633789062,-406.99700927734375,-5.625999927520752
254.04100036621094,-406.7760009765625,-5.427000045776367
277.0849914550781,-407.0509948730469,-5.28000020980835
300.3810119628906,-406.7659912109375,-5.191999912261963
325.9110107421875,-407.0570068359375,-5.046000003814697
349.0469970703125,-406.9209899902344,-5.006999969482422
372.22198486328125,-407.0849914550781,-4.98199987411499
397.6419982910156,-407.0639953613281,-5.050000190734863
420.9020080566406,-406.9469909667969,-5.104000091552734
444.1310119628906,-407.0010070800781,-5.21999979019165
469.60198974609375,-406.7879943847656,-5.377999782562256
492.7669982910156,-407.0190124511719,-5.511000156402588
518.1439819335938,-406.8739929199219,-5.703000068664551
-586.0280151367188,-383.6510009765625,-26.73900032043457
-562.9390258789062,-383.864013671875,-26.719999313354492
-539.5339965820312,-383.75799560546875,-26.740999221801758
